epochs,accuracy,precision,recall,f1-score
16.0,0.5033333333333333,0.5565053230533578,0.508811996517662,0.4751419397971503
32.0,0.6933333333333334,0.7208977115834888,0.693389886795913,0.6971942805079779
64.0,0.7633333333333333,0.7805982578327774,0.7709113743978319,0.7660611047690317
128.0,0.83,0.8494580403605874,0.8287278133854,0.8303480170884846
